title, statement, issue, date, link
President Donald J Trump Approves New York Disaster Declaration, Statements & Releases, None,                 Dec 20  2019, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-approves-new-york-disaster-declaration-4/
Remarks by President Trump in Meeting with Representative Jeff Van Drew, Remarks, None,                 Dec 19  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-meeting-representative-jeff-van-drew/
Remarks by President Trump at the White House Mental Health Summit, Remarks, None,                 Dec 19  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-white-house-mental-health-summit/
Bill Announcement, Statements & Releases, None,                 Dec 19  2019, https://www.whitehouse.gov/briefings-statements/bill-announcement-69/
Statement from the President, Statements & Releases, None,                 Dec 19  2019, https://www.whitehouse.gov/briefings-statements/statement-from-the-president-12/
President Donald J Trump Announces Intent to Nominate Individual to Key Administration Post, Nominations & Appointments, None,                 Dec 19  2019, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-individual-key-administration-post-19/
Statement from the Press Secretary, Statements & Releases, None,                 Dec 18  2019, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-105/
President Donald J Trump Applauds The Circuit Court’s Decision and Will Continue Working to Provide Americans With Better Care at Lower Cost, Fact Sheets, None,                 Dec 18  2019, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-applauds-circuit-courts-decision-will-continue-working-provide-americans-better-care-lower-cost/
Statement by the President, Statements & Releases, None,                 Dec 18  2019, https://www.whitehouse.gov/briefings-statements/statement-by-the-president-31/
Message to the Congress on the Continuation of the National Emergency with Respect to Serious Human Rights Abuse and Corruption, Statements & Releases, None,                 Dec 18  2019, https://www.whitehouse.gov/briefings-statements/message-congress-continuation-national-emergency-respect-serious-human-rights-abuse-corruption/
Text of a Notice on the Continuation of the National Emergency with Respect to Serious Human Rights Abuse and Corruption, Statements & Releases, None,                 Dec 18  2019, https://www.whitehouse.gov/briefings-statements/text-notice-continuation-national-emergency-respect-serious-human-rights-abuse-corruption-2/
President Donald J Trump Announces Judicial Nominees and United States Marshal Nominees, Nominations & Appointments, None,                 Dec 18  2019, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-judicial-nominees-united-states-marshal-nominees/
President Donald J Trump Announces Intent to Nominate and Appoint Individuals to Key Administration Posts, Nominations & Appointments, None,                 Dec 18  2019, https://www.whitehouse.gov/presidential-actions/president-donald-j-trump-announces-intent-nominate-appoint-individuals-key-administration-posts-26/
Executive Order on Providing for the Closing of Executive Departments and Agencies of the Federal Government on December 24  2019, Executive Orders, None,                 Dec 17  2019, https://www.whitehouse.gov/presidential-actions/executive-order-providing-closing-executive-departments-agencies-federal-government-december-24-2019/
Remarks by President Trump and President Morales of the Republic of Guatemala Before Bilateral Meeting, Remarks, None,                 Dec 17  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-president-morales-republic-guatemala-bilateral-meeting/
Letter from President Donald J Trump to the Speaker of the House of Representatives, Statements & Releases, None,                 Dec 17  2019, https://www.whitehouse.gov/briefings-statements/letter-president-donald-j-trump-speaker-house-representatives/
Statement from the Press Secretary Regarding the Visit of His Excellency Jimmy Morales  President of the Republic of Guatemala, Statements & Releases, None,                 Dec 16  2019, https://www.whitehouse.gov/briefings-statements/statement-press-secretary-regarding-visit-excellency-jimmy-morales-president-republic-guatemala/
Presidential Proclamation on Wright Brothers Day  2019, Proclamations, None,                 Dec 16  2019, https://www.whitehouse.gov/presidential-actions/presidential-proclamation-wright-brothers-day-2019/
Remarks by President Trump in a Roundtable Discussion on the Governors’ Initiative on Regulatory Innovation, Remarks, None,                 Dec 16  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-roundtable-discussion-governors-initiative-regulatory-innovation/
President Donald J Trump Is Ensuring That Forgotten Americans Are Forgotten No More, Fact Sheets, None,                 Dec 16  2019, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-ensuring-forgotten-americans-forgotten-no/
Pro-Growth Economic Policies Benefit Previously Left Behind Americans the Most, Economy & Jobs, None,                 Dec 16  2019, https://www.whitehouse.gov/articles/pro-growth-economic-policies-benefit-previously-left-behind-americans/
Presidential Message on the 75th Anniversary of the Battle of the Bulge, Statements & Releases, None,                 Dec 16  2019, https://www.whitehouse.gov/briefings-statements/presidential-message-75th-anniversary-battle-bulge/
Bill Announcement, Statements & Releases, None,                 Dec 13  2019, https://www.whitehouse.gov/briefings-statements/bill-announcement-68/
Message to the Congress on the United States – Mexico – Canada Agreement, Statements & Releases, None,                 Dec 13  2019, https://www.whitehouse.gov/briefings-statements/message-congress-united-states-mexico-canada-agreement/
President Donald J Trump Has Secured a Historic Phase One Trade Agreement with China, Fact Sheets, None,                 Dec 13  2019, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-secured-historic-phase-one-trade-agreement-china/
Joint Statement from President Donald J Trump and President Mario Abdo Benitez, Statements & Releases, None,                 Dec 13  2019, https://www.whitehouse.gov/briefings-statements/joint-statement-president-donald-j-trump-president-mario-abdo-benitez/
Remarks by President Trump and President Abdo Benítez of the Republic of Paraguay Before Bilateral Meeting, Remarks, None,                 Dec 13  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-president-abdo-benitez-republic-paraguay-bilateral-meeting/
Remarks by President Trump at the 2019 Congressional Ball, Remarks, None,                 Dec 12  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-2019-congressional-ball/
White House Principles for Child Care Reform: Increasing Access to Affordable  High Quality Child Care in America, Statements & Releases, None,                 Dec 12  2019, https://www.whitehouse.gov/briefings-statements/white-house-principles-child-care-reform-increasing-access-affordable-high-quality-child-care-america/
Bill Announcement, Statements & Releases, None,                 Dec 12  2019, https://www.whitehouse.gov/briefings-statements/bill-announcement-67/
High Child Care Costs Keep American Parents Out of the Workforce, Economy & Jobs, None,                 Dec 12  2019, https://www.whitehouse.gov/articles/high-child-care-costs-keep-american-parents-out-of-the-workforce/
Remarks by President Trump at the White House Summit on Child Care and Paid Leave, Remarks, None,                 Dec 12  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-white-house-summit-child-care-paid-leave/
President Donald J Trump Is Committed to Supporting Working Families, Fact Sheets, None,                 Dec 12  2019, https://www.whitehouse.gov/briefings-statements/president-donald-j-trump-committed-supporting-working-families/
Prize Winners Announced in $155M Challenge for New Solutions to  Detect Opioids in International Mail, Statements & Releases, None,                 Dec 12  2019, https://www.whitehouse.gov/briefings-statements/prize-winners-announced-1-55m-challenge-new-solutions-detect-opioids-international-mail/
The Time Has Come Congress  Pass USMCA, Economy & Jobs, None,                 Dec 12  2019, https://www.whitehouse.gov/articles/time-come-congress-pass-usmca/
Remarks by President Trump at a Hanukkah Reception, Remarks, None,                 Dec 12  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-hanukkah-reception/
President Trump Announces Presidential Delegation to Attend the World War II Battle of the Bulge 75th Anniversary Commemoration Events, Statements & Releases, None,                 Dec 12  2019, https://www.whitehouse.gov/briefings-statements/president-trump-announces-presidential-delegation-attend-world-war-ii-battle-bulge-75th-anniversary-commemoration-events/
Remarks by President Trump at Hanukkah Reception and Signing of an Executive Order Combating Anti-Semitism, Remarks, None,                 Dec 11  2019, https://www.whitehouse.gov/briefings-statements/remarks-president-trump-hanukkah-reception-signing-executive-order-combating-anti-semitism/
